ID,Default_Status,Loan_amount,Interest,Maturity,Credit_scores,Length,Readability_1,Readability_2,Readability_3,Attitude,Work_Info,Income_Info,Explanation,Guarantee,Thanks,Request,Usage_1,Usage_2,Usage_3,Usage_4,Usage_5,Usage_6,Age,Is_Married,Income_Level,Car,House,Car_Loan,House_Loan
381,,5,13,12,114,25,1 ,0.04000 ,8.133332,0,0,1,0,0,0,0,0,1,0,0,0,0,43,0,3,1,1,1,1
382,,1.4,13,12,66,66,9 ,0.13636 ,5.46668,0.0243902,1,0,0,1,0,0,0,1,0,0,0,0,28,1,2,0,1,0,0
383,,1,13,12,0,27,2 ,0.07407 ,7.2,0.0555556,0,0,0,0,0,0,0,0,0,0,1,0,25,1,2,0,0,0,0
384,,1,11,6,44,40,2 ,0.05000 ,4.4,0.0454545,1,0,0,0,0,1,0,0,0,1,0,0,37,0,2,0,0,0,0
385,,0.5,11,6,44,24,3 ,0.12500 ,2.8,-0.0714286,0,0,0,0,0,0,0,1,0,0,0,0,36,0,1,0,0,0,0
386,,1.8,13,12,84,24,3 ,0.12500 ,2.8,-0.0714286,0,0,0,0,0,0,0,0,0,0,0,1,26,1,1,0,0,0,0
387,,1.1,13,12,0,74,5 ,0.06757 ,6.53332,0,0,0,0,1,0,0,1,0,0,0,0,0,27,1,2,0,1,0,0
388,,2.2,13,36,0,48,6 ,0.12500 ,11.6,0.1034482,0,0,0,0,0,1,0,0,1,0,0,0,33,0,2,0,0,0,0
389,,3.6,13,12,80,55,7 ,0.12727 ,4.66668,0.0571429,1,0,1,0,0,1,0,0,0,1,0,0,30,0,4,1,0,0,0
390,,1.5,13,12,35,22,4 ,0.18182 ,2.4,0,1,0,0,0,0,0,0,0,0,0,1,0,28,0,2,1,0,1,0
391,,1.5,13,36,13,61,7 ,0.11475 ,5.709792,0.0882353,1,0,0,1,0,1,0,1,0,0,0,0,30,1,1,0,1,0,0
392,,3,13,24,25,30,2 ,0.06667 ,2.133332,0.0625,0,0,1,0,0,0,0,0,0,0,1,0,42,0,5,0,1,0,0
393,,1.3,15,3,57,38,4 ,0.10526 ,4.8,0.0416667,1,0,0,0,0,0,0,0,0,0,1,0,34,1,1,0,1,0,0
394,,2.5,13,12,76,22,1 ,0.04545 ,4.8,0,1,0,0,0,0,0,0,0,0,0,1,0,47,0,2,1,1,0,1
395,,1.8,11,6,44,63,6 ,0.09524 ,8.4,0.047619,0,0,0,1,0,0,0,1,0,0,0,0,40,0,2,0,0,0,0
396,,3,12,9,0,55,4 ,0.07273 ,6.2,0.16129,1,0,0,0,1,1,0,0,0,0,1,0,34,0,5,0,0,0,0
397,,1,13,12,0,29,5 ,0.17241 ,2.533332,0,0,0,0,1,0,0,1,0,0,0,0,0,27,0,3,0,0,0,0
398,,0.8,15,6,56,47,6 ,0.12766 ,6.2,0.0645161,0,0,0,0,1,1,1,0,0,0,0,0,38,0,5,1,1,0,1
399,,0.8,13,12,30,46,4 ,0.08696 ,5.662964,-0.037037,0,1,0,0,0,0,0,1,0,0,0,0,35,0,1,0,1,0,0
400,,1.7,13,36,0,49,6 ,0.12245 ,6.2,0.16129,0,0,0,0,1,1,0,1,0,0,0,0,28,1,1,0,1,0,0
401,,2.5,13,36,50,28,1 ,0.03571 ,3.6,-0.0555556,0,0,0,0,0,0,0,1,0,0,0,0,39,0,3,1,1,0,1
402,,2,13,18,89,27,4 ,0.14815 ,6.8,0.0588235,0,0,0,0,0,0,0,1,0,0,0,0,35,1,1,0,0,0,0
403,,1.9,13,18,95,42,4 ,0.09524 ,5.6,0,0,0,0,0,0,0,0,1,0,0,0,0,31,1,1,0,1,0,0
404,,0.8,12,9,88,87,10 ,0.11494 ,6.227272,0.0727273,1,0,0,1,0,0,0,0,0,1,0,0,27,1,2,0,0,0,0
405,,0.6,13,18,87,78,7 ,0.08974 ,7.33332,0,0,0,1,0,0,0,0,1,0,0,0,0,29,1,1,0,0,0,0
406,,1.1,10,3,78,28,0 ,0.00000 ,20.8,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,1,0,0,0,0
407,,3,13,12,36,40,5 ,0.12500 ,3.333332,0.08,0,0,0,0,1,1,0,0,0,0,1,0,44,0,5,1,1,1,0
408,,4.2,13,24,99,29,4 ,0.13793 ,2.266668,0.117647,0,0,1,0,0,0,0,1,0,0,0,0,34,0,4,0,0,0,0
409,,0.8,13,6,45,67,5 ,0.07463 ,17,0,1,1,0,1,0,0,0,0,0,0,1,0,37,0,2,0,0,0,0
410,,1.1,11,6,44,234,21 ,0.08974 ,10.7214572,0.0127389,1,1,0,0,1,0,0,1,0,0,0,0,27,1,3,1,1,0,1
411,,0.7,13,12,0,30,3 ,0.10000 ,4,0.05,1,0,0,0,0,0,0,0,0,1,0,0,23,1,2,0,0,0,0
412,,1.1,13,12,82,46,6 ,0.13043 ,6,0,0,0,1,1,0,0,0,0,1,0,0,0,27,1,1,0,0,0,0
413,,0.7,24,36,0,21,1 ,0.04762 ,4.8,0,0,0,0,0,0,0,1,0,0,0,0,0,44,0,2,0,0,0,0
414,,1.5,13,12,84,134,9 ,0.06716 ,16.11884,0.0144928,1,1,1,0,0,0,0,0,0,0,1,0,52,0,2,0,0,0,0
415,,1.8,13,24,0,69,0 ,0.00000 ,15.6,0.025641,0,0,0,0,0,0,0,1,0,0,0,0,34,0,2,0,0,0,0
416,,1.1,10,3,49,25,1 ,0.04000 ,6,0.0666667,0,0,0,0,0,0,0,1,0,0,0,0,23,1,2,0,0,0,0
417,,2.2,13,12,43,59,7 ,0.11864 ,9,0.05,0,1,0,1,0,0,0,1,0,0,0,0,34,0,1,0,1,0,0
418,,2.8,13,36,0,22,2 ,0.09091 ,2.6,0.0769231,0,0,0,0,0,1,0,1,0,0,0,0,30,1,1,0,0,0,0
419,,1,12,6,44,48,5 ,0.10417 ,5.8,-0.0344828,1,0,0,0,0,0,0,0,0,0,1,0,45,0,2,1,1,0,0
420,,1.5,13,6,87,28,2 ,0.07143 ,6.8,0,0,0,0,0,0,0,0,0,1,0,0,0,31,1,3,1,1,1,1
421,,4.7,13,18,101,30,2 ,0.06667 ,3.8,0,0,0,0,0,0,0,0,0,0,0,1,0,26,1,3,1,0,0,0
422,,4.9,13,36,82,33,2 ,0.06061 ,8.4,0,0,0,1,0,0,0,0,1,0,0,0,0,26,1,2,0,1,0,1
423,,1.7,11,6,96,38,3 ,0.07895 ,6.21818,0.0454545,0,0,0,0,0,0,1,0,0,0,0,0,33,0,2,1,1,0,0
424,,1.4,13,12,96,70,9 ,0.12857 ,9.530232,0,0,1,0,1,0,0,0,1,0,0,0,0,25,1,1,0,0,0,0
425,,0.6,13,6,54,21,3 ,0.14286 ,2.6,0.153846,0,0,0,0,1,0,1,0,0,0,0,0,31,0,1,0,1,0,1
426,,1,10,3,55,21,0 ,0.00000 ,3.6,0.111111,0,0,0,1,0,0,1,0,0,0,0,0,28,0,3,1,0,0,0
427,,0.8,15,12,0,296,31 ,0.10473 ,7.81212,0.0121212,1,1,0,0,1,1,0,0,0,0,1,0,44,0,1,0,0,0,0
428,,1.2,13,12,0,49,4 ,0.08163 ,4,0.0666667,1,0,0,1,0,0,0,0,0,0,1,0,44,0,1,0,0,0,0
429,,1.7,13,36,0,41,5 ,0.12195 ,3.066668,0.130435,0,0,0,1,0,1,0,1,0,0,0,0,52,0,1,0,1,0,0
430,,0.7,11,6,81,25,2 ,0.08000 ,6.8,0,0,0,0,0,0,0,0,1,0,0,0,0,40,0,1,0,1,0,1
431,,2.4,13,24,83,83,7 ,0.08434 ,12.436364,0.0227273,1,1,0,0,0,1,0,1,0,0,0,0,28,0,1,0,0,0,0
432,,0.8,11,6,95,20,2 ,0.10000 ,2.4,0.0833333,0,0,1,0,0,0,0,0,0,0,0,1,28,0,2,0,1,0,0
433,,1.5,13,36,11,77,6 ,0.07792 ,10.251064,0.0212766,0,1,0,1,0,1,0,1,0,0,0,0,33,0,1,0,1,0,0
434,,6,13,24,0,57,5 ,0.08772 ,7,0.171429,0,0,0,1,0,1,0,0,0,0,1,0,32,0,5,0,0,0,0
435,,4.7,13,24,88,36,5 ,0.13889 ,2.933332,0,0,0,0,0,0,0,0,0,0,1,0,0,42,0,5,1,1,0,0
436,,0.5,13,12,82,23,3 ,0.13043 ,2.6,0,0,0,0,0,0,0,1,0,0,0,0,0,29,1,1,0,0,0,0
437,,0.5,12,9,79,64,8 ,0.12500 ,8.82564,0.025641,1,1,0,0,0,0,0,0,1,0,0,0,28,0,1,0,0,0,0
438,,0.7,13,36,25,40,4 ,0.10000 ,6.339132,0.0434783,1,0,1,1,0,1,1,0,0,0,0,0,35,0,1,0,1,0,0
439,,0.6,11,6,0,51,6 ,0.11765 ,6.2,-0.0322581,0,0,0,0,0,0,0,0,0,0,1,0,29,0,3,0,0,0,0
440,,1.1,13,12,78,26,4 ,0.15385 ,2,0.0666667,0,0,0,1,0,0,0,1,0,0,0,0,29,0,1,0,1,0,1
441,,1,13,12,33,28,4 ,0.14286 ,8.10588,0.0588235,0,0,1,0,0,1,0,0,0,0,1,0,29,1,3,0,0,0,0
442,,0.3,10,3,82,33,3 ,0.09091 ,3.8,0.105263,0,0,1,0,0,0,0,0,0,0,0,1,27,1,1,0,1,0,0
443,,1.4,13,12,0,39,4 ,0.10256 ,4.8,0.0833333,0,0,0,0,0,0,0,1,0,0,0,0,32,0,2,0,1,0,0
444,,2.2,13,18,85,88,9 ,0.10227 ,5,0.04,1,0,0,0,0,0,1,0,0,0,0,0,24,1,2,0,0,0,0
445,,3.5,13,36,127,25,3 ,0.12000 ,5.6,0,1,0,0,0,0,0,0,0,0,1,0,0,32,0,2,1,1,1,0
446,,0.7,12,9,83,41,4 ,0.09756 ,5.4,-0.037037,0,0,0,0,0,0,0,1,0,0,0,0,25,1,1,0,1,0,1
447,,2.1,15,15,0,28,3 ,0.10714 ,3.4,0,0,0,0,0,0,0,0,0,1,0,0,0,33,1,2,1,1,0,0
448,,1.1,11,6,46,67,5 ,0.07463 ,6.33332,0.1,1,0,0,0,1,1,0,0,0,0,1,0,26,0,1,0,1,0,0
449,,4.9,13,36,96,22,2 ,0.09091 ,2.4,0.0833333,0,0,0,0,0,0,1,0,0,0,0,0,28,1,2,0,0,0,0
450,,0.8,12,12,0,21,2 ,0.09524 ,6,0,0,0,0,0,0,0,1,0,0,0,0,0,29,1,1,0,0,0,0
451,,1.3,13,24,11,98,9 ,0.09184 ,5.127272,0.0181818,1,1,0,1,0,0,1,0,0,0,0,0,24,1,2,0,0,0,0
452,,2,21,3,47,23,0 ,0.00000 ,4,0.4,0,0,0,1,1,0,0,1,0,0,0,0,30,0,2,0,0,0,0
453,,3,13,12,94,35,4 ,0.11429 ,6.10476,0,0,1,0,0,0,0,1,0,0,0,0,0,28,1,2,0,0,0,0
454,,1.5,13,12,0,32,0 ,0.00000 ,6.4,0.25,0,0,0,0,0,1,0,1,0,0,0,0,27,1,1,0,0,0,0
455,,1.4,13,36,0,30,2 ,0.06667 ,8.8,0.0454545,1,0,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,0
456,,1,13,12,36,64,7 ,0.10937 ,10.15122,0.0243902,0,0,0,1,0,1,0,1,0,0,0,0,40,0,1,0,1,0,0
457,,1.3,11,6,44,50,7 ,0.14000 ,3.866668,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,2,0,0,0,0
458,,0.9,13,12,86,20,2 ,0.10000 ,4.8,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,1,0,1,0,0
459,,6,12,12,112,50,8 ,0.16000 ,5.4,0,1,0,0,0,0,0,0,0,0,0,1,0,28,0,4,0,0,0,0
460,,3,13,24,0,20,1 ,0.05000 ,4.8,0.166667,0,0,0,0,0,1,0,1,0,0,0,0,39,0,2,0,1,0,0
461,,0.7,13,24,0,55,7 ,0.12727 ,13.6,0,1,0,0,0,0,0,0,0,1,0,0,0,32,1,1,0,1,0,0
462,,1,12,12,63,45,5 ,0.11111 ,5.4,0.037037,1,0,0,1,0,0,0,1,0,0,0,0,26,1,1,0,0,0,0
463,,0.8,10,3,83,35,0 ,0.00000 ,8,0,1,1,0,0,0,0,1,0,0,0,0,0,24,1,1,0,0,0,0
464,,3.6,12,12,0,36,2 ,0.05556 ,8,0.05,0,0,0,0,0,0,0,0,0,0,1,0,36,0,5,1,1,0,0
465,,2.2,11,6,44,43,2 ,0.04651 ,11.2,0.0357143,0,0,0,1,0,0,1,0,0,0,0,0,29,1,1,0,0,0,0
466,,4.7,11,6,121,26,3 ,0.11538 ,3,0.0666667,0,0,0,1,0,0,0,1,0,0,0,0,32,1,2,0,1,0,1
467,,1,11,6,44,41,3 ,0.07317 ,12.933332,0,1,1,0,0,0,0,0,0,0,0,0,1,38,0,2,0,1,0,0
468,,5,13,36,11,39,0 ,0.00000 ,8.8,0,0,0,0,1,0,1,0,1,0,0,0,0,42,0,3,0,0,0,0
469,,2,13,24,55,28,3 ,0.10714 ,3.6,0.0555556,0,0,0,0,0,1,0,1,0,0,0,0,29,0,1,0,0,0,0
470,,2.5,16,12,26,61,4 ,0.06557 ,7,0.0285714,1,0,0,0,1,0,0,0,0,0,1,0,41,0,5,0,1,0,0
471,,1.5,13,12,84,53,8 ,0.15094 ,4.53332,0,1,0,0,1,0,0,0,1,0,0,0,0,44,0,2,1,1,1,0
472,,1.8,12,12,81,22,2 ,0.09091 ,5.6,0.142857,0,0,0,1,0,0,0,1,0,0,0,0,30,1,1,0,1,0,0
473,,1.5,12,12,0,79,8 ,0.10127 ,20,0.02,1,0,0,0,0,0,0,0,0,0,1,0,40,0,2,1,1,1,0
474,,1.1,12,12,0,20,2 ,0.10000 ,3,0,1,0,0,0,0,0,0,0,1,0,0,0,25,1,1,0,0,0,0
475,,0.8,10,3,80,58,0 ,0.00000 ,11.6,0,1,0,0,1,0,0,0,0,0,0,1,0,48,0,2,0,0,0,0
476,,0.7,12,12,0,24,3 ,0.12500 ,8,0,0,0,0,0,0,0,0,0,0,0,1,0,25,1,1,0,1,0,1
477,,1.5,12,12,86,35,3 ,0.08571 ,9.705264,0,1,1,0,0,0,0,0,0,0,0,1,0,30,1,4,0,1,0,1
478,,1.8,13,18,0,47,5 ,0.10638 ,5.2,0,1,0,0,0,0,0,1,0,0,0,0,0,28,1,4,0,0,0,0
479,,4,12,12,86,33,6 ,0.18182 ,5.822224,0,0,0,0,0,0,0,0,0,0,0,1,0,43,0,4,1,1,0,0
480,,1.5,12,12,68,39,4 ,0.10256 ,9.6,0,1,1,0,0,0,0,0,1,0,0,0,0,26,0,1,0,1,0,1
481,,2,15,36,0,39,3 ,0.07692 ,5.2,0.0384615,1,0,0,0,0,0,0,0,1,0,0,0,35,0,2,1,0,0,0
482,,1,12,12,71,60,9 ,0.15000 ,4,0.075,1,0,0,1,1,0,0,0,0,0,1,0,27,1,1,0,0,0,0
483,,1,13,36,0,35,0 ,0.00000 ,6.4,0,1,0,0,0,0,1,0,0,1,0,0,0,25,1,1,0,0,0,0
484,,1.4,12,12,91,21,1 ,0.04762 ,8.036364,0,0,0,0,0,0,0,1,0,0,0,0,0,26,1,1,1,0,0,0
485,,2,20,18,0,23,4 ,0.17391 ,2.133332,0.0625,0,0,0,1,0,1,0,1,0,0,0,0,28,1,1,0,1,0,0
486,,1.8,12,12,87,34,3 ,0.08824 ,4.638596,-0.0526314,0,0,0,0,0,1,0,1,0,0,0,0,41,0,2,0,1,0,0
487,,0.3,10,3,88,37,2 ,0.05405 ,10.61818,0,0,0,0,0,0,0,0,0,0,0,0,1,28,1,2,0,0,0,0
488,,0.7,10,3,47,24,0 ,0.00000 ,4,0.1,0,0,0,0,1,0,1,0,0,0,0,0,43,0,1,0,1,0,0
489,,2.5,13,36,92,22,1 ,0.04545 ,4.8,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,2,0,1,0,1
490,,2.7,12,12,0,69,7 ,0.10145 ,9.2,0.0434783,0,0,0,0,1,1,0,1,0,0,0,0,30,0,2,0,1,0,0
491,,1.3,12,12,74,48,6 ,0.12500 ,4.333332,0,0,0,0,0,0,0,0,0,0,0,1,0,53,0,1,1,1,0,0
492,,1,12,12,0,35,7 ,0.20000 ,8.4,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,5,1,0,0,0
493,,2,12,12,0,24,0 ,0.00000 ,5.2,0.153846,1,0,1,1,0,0,0,0,0,0,1,0,24,1,3,0,0,0,0
494,,1.1,11,6,48,36,2 ,0.05556 ,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,39,0,4,1,1,1,0
495,,2.4,12,12,99,60,8 ,0.13333 ,9.2,0.0434783,0,0,1,0,1,0,0,1,0,0,0,0,41,0,1,0,1,0,1
496,,1.2,12,12,71,21,2 ,0.09524 ,2.6,0,0,0,0,1,0,0,0,1,0,0,0,0,30,0,1,0,1,0,0
497,,0.6,11,6,44,20,2 ,0.10000 ,5.2,0.0769231,1,0,0,0,0,0,0,0,0,0,1,0,29,1,1,1,1,0,0
498,,3,11,6,75,21,3 ,0.14286 ,1.4,0,0,0,0,0,0,0,0,0,1,0,0,0,26,1,2,1,0,0,0
499,,2.5,12,12,95,51,6 ,0.11765 ,5.8,0,1,0,0,0,0,0,0,1,0,0,0,0,31,0,2,1,1,0,0
500,,1.3,11,6,87,20,1 ,0.05000 ,4.8,0,1,0,0,0,0,0,0,1,0,0,0,0,25,1,1,0,0,0,0
501,,3,12,9,82,35,3 ,0.08571 ,9.2,0.0434783,1,0,0,0,0,0,0,1,0,0,0,0,25,1,2,1,0,0,0
502,,3.6,10,3,62,48,5 ,0.10417 ,10.8,0,1,0,0,0,0,1,0,0,0,1,0,0,40,0,5,1,1,0,1
503,,1,12,12,127,33,4 ,0.12121 ,8.01052,0,0,1,0,0,0,0,0,1,0,0,0,0,40,0,1,0,1,0,1
504,,1.5,12,12,94,52,5 ,0.09615 ,8.666668,0,0,0,0,0,0,0,1,0,0,0,0,0,29,1,3,0,0,0,0
505,,1.3,11,6,81,23,3 ,0.13043 ,3.2,0.125,0,0,0,0,0,0,0,1,0,0,0,0,47,0,1,0,1,0,0
506,,2,12,12,24,53,6 ,0.11321 ,7.4,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,2,0,1,0,0
507,,0.6,12,12,0,72,7 ,0.09722 ,10.616328,0,0,1,0,1,0,1,1,0,0,0,0,0,23,1,2,0,0,0,0
508,,1.5,12,12,79,23,3 ,0.13043 ,2.8,0.214286,0,0,0,1,0,1,1,0,0,0,0,0,25,1,1,1,0,0,0
509,,5,10,3,81,28,5 ,0.17857 ,3.6,0.111111,0,0,0,0,0,0,0,1,0,0,0,0,30,0,3,1,1,0,0
510,,5,18,12,0,57,4 ,0.07018 ,6.6,0,1,0,1,1,0,0,0,0,0,0,1,0,40,0,4,1,0,0,0
511,,5,13,36,81,22,3 ,0.13636 ,1.733332,0,0,0,0,0,0,0,1,0,0,0,0,0,40,0,2,0,1,0,1
512,,2.7,13,18,87,100,8 ,0.08000 ,13.86984,0.047619,1,1,0,1,0,0,0,1,0,0,0,0,35,0,2,0,1,0,0
513,,0.8,11,6,0,151,14 ,0.09272 ,9.04964,0.0120482,1,1,0,0,0,0,0,1,0,0,0,0,32,0,3,0,0,0,0
514,,1.1,10,3,47,27,2 ,0.07407 ,2.4,0.0555556,1,0,0,0,0,0,0,0,0,1,0,0,45,0,4,1,0,0,0
515,,2.1,13,24,0,21,2 ,0.09524 ,2.8,-0.142857,0,0,0,0,0,0,0,1,0,0,0,0,39,0,2,1,0,0,0
516,,0.9,10,3,56,26,2 ,0.07692 ,8.276924,0,0,0,0,1,0,0,0,0,0,0,0,1,29,1,1,0,0,0,0
517,,1.1,12,12,73,95,8 ,0.08421 ,22.75294,0.0588235,1,1,0,0,0,1,0,1,0,0,0,0,35,0,1,0,0,0,0
518,,1.5,13,36,82,39,2 ,0.05128 ,10.939132,0.130435,0,1,0,0,0,0,0,1,0,0,0,0,29,1,2,1,0,0,0
519,,1.2,12,12,0,153,11 ,0.07190 ,8.740464,0,1,1,0,0,0,0,0,1,0,0,0,0,30,0,2,0,0,0,0
520,,1.2,12,12,60,25,2 ,0.08000 ,3,0,0,0,0,0,0,0,0,0,1,0,0,0,26,1,1,1,1,0,0
521,,1.6,12,12,89,29,4 ,0.13793 ,3.8,-0.0526316,0,0,0,1,0,0,0,0,0,0,1,0,25,1,1,1,0,0,0
522,,2.6,11,6,42,51,4 ,0.07843 ,12.8,0.03125,1,0,0,0,0,1,0,0,0,0,1,0,30,0,3,1,0,0,0
523,,2.5,12,12,0,55,6 ,0.10909 ,14.776472,0.0588235,1,1,0,0,1,1,0,1,0,0,0,0,32,0,1,0,0,0,0
524,,1.4,13,18,0,64,7 ,0.10937 ,6.22564,0.0512821,1,1,0,0,0,1,0,0,1,0,0,0,28,1,5,0,0,0,0
525,,2,12,12,63,53,8 ,0.15094 ,7.8,0.0512821,0,0,0,1,0,1,0,0,0,0,1,0,39,0,5,1,1,1,1
526,,1.8,13,24,18,88,8 ,0.09091 ,6.4,0.0416667,1,0,0,0,0,0,0,1,0,0,0,0,28,0,2,1,1,0,0
527,,3,13,24,0,21,3 ,0.14286 ,2,0.2,0,0,0,0,0,1,0,0,1,0,0,0,31,1,2,0,0,0,0
528,,6,11,6,50,29,2 ,0.06897 ,6.8,0.0588235,1,0,0,0,0,1,0,0,0,0,1,0,40,0,5,1,1,0,0
529,,1,11,6,89,23,2 ,0.08696 ,5.6,0,0,0,0,1,0,0,0,0,0,0,0,1,28,1,1,0,0,0,0
530,,6,12,12,0,21,3 ,0.14286 ,2.6,0.153846,0,0,0,0,1,1,0,0,0,0,1,0,35,0,5,1,1,1,0
531,,1.8,15,6,41,20,1 ,0.05000 ,4.4,0.0909091,0,0,0,1,0,0,1,0,0,0,0,0,33,0,2,0,0,0,0
532,,0.8,11,6,91,88,9 ,0.10227 ,5,0.04,1,0,0,0,0,0,0,0,0,0,1,0,25,1,1,0,0,0,0
533,,6,11,6,43,20,1 ,0.05000 ,6.24444,0,0,0,0,0,0,0,0,0,0,1,0,0,49,0,5,0,0,0,0
534,,1.1,12,12,0,20,2 ,0.10000 ,1.6,0.0833337,0,0,0,0,0,0,1,0,0,0,0,0,31,0,1,1,0,0,0
535,,2.5,13,36,91,33,4 ,0.12121 ,2.666668,0,1,0,0,0,0,0,0,1,0,0,0,0,32,0,4,0,1,0,0
536,,1.1,12,12,27,52,3 ,0.05769 ,13.2,0.030303,0,0,0,0,0,0,0,1,0,0,0,0,30,0,1,0,1,0,0
537,,0.8,12,12,88,21,1 ,0.04762 ,8.51428,0.285714,0,0,0,0,0,1,1,0,0,0,0,0,24,0,1,0,0,0,0
538,,1.5,12,12,97,23,2 ,0.08696 ,5.6,0,0,0,0,0,0,0,1,0,0,0,0,0,40,0,1,1,1,0,0
539,,1,11,6,80,21,1 ,0.04762 ,4.8,0.0833333,0,0,0,0,0,1,1,0,0,0,0,0,23,1,1,0,0,0,0
540,,2.2,13,24,86,22,2 ,0.09091 ,5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,28,1,2,0,0,0,0
541,,0.5,12,12,87,25,1 ,0.04000 ,8.666668,0,0,0,0,0,0,0,0,1,0,0,0,0,30,1,1,0,0,0,0
542,,0.6,12,9,86,23,4 ,0.17391 ,2,0.133333,0,0,1,1,1,1,0,0,0,1,0,0,34,0,1,1,1,0,0
543,,0.96,12,12,99,23,3 ,0.13043 ,3,0.0666667,0,0,0,0,0,0,0,1,0,0,0,0,29,0,1,0,1,0,0
544,,2.2,13,24,75,20,1 ,0.05000 ,2.4,0,1,0,0,0,0,0,0,0,0,0,1,0,30,0,2,0,0,0,0
545,,1.5,13,24,0,50,5 ,0.10000 ,6,0.0666667,0,0,0,0,0,1,0,1,0,0,0,0,32,0,1,0,1,0,0
546,,3.5,13,24,88,29,3 ,0.10345 ,6.8,0,1,0,0,0,0,1,1,0,0,0,0,0,29,1,2,0,1,0,0
547,,1.9,12,12,87,28,4 ,0.14286 ,7.2,0.111111,0,0,0,0,1,0,0,1,0,0,0,0,29,0,2,0,1,0,1
548,,5,12,12,86,34,5 ,0.14706 ,6.21818,0.0454545,1,0,0,0,0,0,0,1,0,0,0,0,33,0,2,1,1,0,1
549,,0.9,12,12,0,31,3 ,0.09677 ,8,0,0,0,0,0,0,0,0,1,0,0,0,0,29,1,2,0,0,0,0
550,,1.8,11,6,117,36,5 ,0.13889 ,2.8,0.047619,1,0,0,0,0,0,0,0,1,0,0,0,32,0,2,1,1,0,0
551,,0.7,11,6,87,33,3 ,0.09091 ,8.8,0.0454545,0,0,0,1,0,1,0,1,0,0,0,0,35,0,1,1,1,0,1
552,,3,12,12,75,122,13 ,0.10656 ,15.6,0.025641,1,0,0,1,0,1,0,0,0,0,1,0,26,1,2,0,0,0,0
553,,3,13,36,0,25,1 ,0.04000 ,5.2,0.230769,0,0,0,1,0,1,0,1,0,0,0,0,28,0,5,0,1,0,0
554,,2.2,13,36,0,35,3 ,0.08571 ,4.6,0,1,0,0,1,0,0,0,1,0,0,0,0,29,0,1,0,1,0,0
555,,1.2,12,12,0,50,7 ,0.14000 ,7.490324,0.0322581,0,0,0,1,0,1,0,1,0,0,0,0,26,0,2,0,0,0,0
556,,3,11,6,82,20,2 ,0.10000 ,2.4,0,1,0,0,0,0,0,0,0,0,1,0,0,25,0,4,1,0,0,0
557,,0.8,12,9,91,95,11 ,0.11579 ,8.787864,0.0909091,1,0,0,1,1,1,0,1,0,0,0,0,33,0,1,0,1,0,0
558,,0.5,12,12,79,28,2 ,0.07143 ,3.6,0.0555556,0,0,0,1,0,0,1,0,0,0,0,0,26,0,1,1,0,1,0
559,,1.7,12,12,86,22,2 ,0.09091 ,2.6,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,1,0,0,0,0
560,,1.2,13,6,92,51,6 ,0.11765 ,4.13332,0.129032,0,0,1,0,0,0,0,1,0,0,0,0,26,1,1,0,0,0,0
561,,2.2,12,12,100,23,4 ,0.17391 ,3,0.0666667,0,0,0,0,0,0,0,1,0,0,0,0,28,1,3,1,1,1,1
562,,2.5,13,36,14,26,3 ,0.11538 ,1.6,0.0625,0,0,0,0,1,0,0,0,0,1,0,0,29,0,4,1,1,0,0
563,,3,13,36,18,78,7 ,0.08974 ,10.2,-0.0196078,1,0,0,0,0,0,0,0,0,0,1,0,31,0,3,1,0,1,0
564,,1,12,12,79,27,3 ,0.11111 ,2.133332,0.125,1,0,0,0,0,0,0,0,0,1,0,0,29,1,4,0,0,0,0
565,,1,13,24,87,31,2 ,0.06452 ,3.8,0,0,0,0,0,0,0,0,0,1,0,0,0,52,0,1,0,1,0,0
566,,2.2,12,12,82,21,1 ,0.04762 ,4.8,0,0,0,0,0,0,1,0,1,0,0,0,0,51,0,1,1,1,1,0
567,,2.5,13,36,0,27,3 ,0.11111 ,3.8,0.105263,0,0,0,0,0,0,0,1,0,0,0,0,28,1,2,0,1,0,0
568,,3,15,12,22,23,3 ,0.13043 ,3.2,0,0,0,0,1,0,0,0,0,0,1,0,0,23,1,4,1,1,0,1
569,,1.7,12,12,0,28,4 ,0.14286 ,4.2,0,0,0,0,0,0,1,0,0,0,0,1,0,41,0,1,0,1,0,1
570,,1,18,12,87,29,3 ,0.10345 ,4.622224,0,0,1,0,0,0,0,0,1,0,0,0,0,36,0,2,0,1,0,0
571,,1.4,13,24,84,72,7 ,0.09722 ,17.375608,0.0243902,1,1,0,1,0,0,0,1,0,0,0,0,47,0,2,0,1,0,0
572,,2,12,12,98,27,4 ,0.14815 ,3.2,0.0625,0,0,0,0,0,0,0,0,1,0,0,0,28,1,1,0,0,0,0
573,,3.5,12,12,94,69,7 ,0.10145 ,5.46668,0,0,0,0,0,0,1,0,0,0,0,1,0,33,0,3,1,1,1,1
