,ID,Default_Status,Loan_amount,Interest,Maturity,Credit_scores,Length,Readability_1,Readability_2,Readability_3,Attitude,Work_Info,Income_Info,Explanation,Guarantee,Thanks,Request,Usage_1,Usage_2,Usage_3,Usage_4,Usage_5,Usage_6,Age,Is_Married,Income_Level,Car,House,Car_Loan,House_Loan
17,18,1.0,0.09456740442655936,0.4,0.18181818181818185,0.4571428571428571,0.033707865168539325,0.03636363636363636,0.16666972224768542,0.02844017979019173,0.2631577008309739,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7142857142857143,0.0,1.0,1.0,1.0,0.0,0.0
18,19,1.0,0.004024144869215292,0.7333333333333333,0.0,0.0,0.12359550561797752,0.4363636363636363,0.7096892474103951,0.007904112833833708,0.4511280134547404,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
19,20,1.0,0.0744466800804829,0.4,0.18181818181818185,0.2761904761904762,0.18651685393258427,0.2363636363636364,0.26480887340727843,0.13378408163550273,0.2631577008309739,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,1.0,0.8,1.0,0.0,0.0,0.0
20,21,0.0,0.004024144869215292,0.4,0.2727272727272727,0.5285714285714286,0.11910112359550562,0.14545454545454545,0.2444403703364195,0.10319742718689524,0.4166664517543294,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.2,0.0,1.0,0.0,0.0
21,22,0.0,0.11468812877263583,0.4,0.09090909090909093,0.5285714285714286,0.3865168539325843,0.5454545454545454,0.3072692272435604,0.21130406316644024,0.29791436787220205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6428571428571429,0.0,1.0,0.0,1.0,0.0,0.0
22,23,1.0,0.0,0.4,0.0,0.1,0.10112359550561796,0.07272727272727272,0.14102117517645982,0.09344648611382134,0.3189790313102714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5238095238095238,0.0,0.6,1.0,1.0,0.0,1.0
23,24,0.0,0.014084507042253518,0.4,0.4545454545454545,0.6047619047619047,0.1842696629213483,0.12727272727272726,0.1441928682739023,0.2689634254291516,0.3584389627470955,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,1.0
24,25,0.0,0.01006036217303823,0.06666666666666668,0.0,0.5285714285714286,0.15280898876404495,0.18181818181818185,0.2444403703364195,0.2055823084541712,0.3450289855339436,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.8,0.0,1.0,0.0,0.0
25,26,1.0,0.006036217303822936,0.4,0.6363636363636364,0.2619047619047619,0.1101123595505618,0.12727272727272726,0.22916857640480334,0.1726728823325468,0.4358551146987144,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4047619047619048,0.0,0.2,0.0,1.0,0.0,0.0
26,27,0.0,0.0,0.1,0.0,0.6428571428571429,0.15955056179775282,0.01818181818181818,0.023503529196076636,0.229959661136856,0.4105261606647792,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.6,1.0,1.0,0.0,0.0
27,28,0.0,0.0,0.06666666666666668,0.0,0.6714285714285714,0.09662921348314607,0.10909090909090907,0.22000183334861126,0.1373257209426539,0.44142601090158173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.8,0.0,1.0,0.0,1.0
28,29,1.0,0.3561368209255533,0.4,0.2727272727272727,0.4714285714285714,0.6292134831460674,0.5272727272727272,0.18525987716564304,0.3387976957044101,0.3459489331444561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.6,0.0,1.0,0.0,0.0
29,30,0.0,0.5975855130784707,0.4,0.2727272727272727,0.6238095238095238,0.647191011235955,0.5272727272727272,0.18021816848473735,0.4202205109017276,0.32973987624733586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4761904761904762,0.0,1.0,0.0,1.0,0.0,0.0
30,31,0.0,0.004024144869215292,0.26666666666666666,0.18181818181818185,0.5761904761904761,0.5528089887640449,0.4363636363636363,0.1739114492620772,0.2186214618759071,0.2864756280199021,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2619047619047619,0.0,0.2,0.0,1.0,0.0,1.0
31,32,0.0,0.29577464788732394,0.4,0.2727272727272727,0.5285714285714286,0.15056179775280898,0.14545454545454545,0.19820331836098634,0.1812049557714865,0.2631577008309739,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5238095238095238,0.0,1.0,1.0,0.0,0.0,0.0
32,33,1.0,0.05432595573440644,0.4,0.2727272727272727,0.18095238095238092,0.298876404494382,0.18181818181818185,0.13095609130076086,0.21928637854768002,0.3378375889046287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21428571428571427,1.0,1.0,1.0,1.0,0.0,0.0
33,34,0.0,0.034205231388329975,0.6,0.09090909090909093,0.6476190476190476,0.3528089887640449,0.3636363636363637,0.2235768631405262,0.1891283754686449,0.2631577008309739,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30952380952380953,0.0,0.4,1.0,1.0,0.0,0.0
34,35,0.0,0.6981891348088531,0.26666666666666666,0.0,0.7714285714285715,0.13258426966292136,0.14545454545454545,0.22222018516820974,0.0958842213820898,0.30409334318245873,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19047619047619047,0.0,0.8,1.0,1.0,0.0,0.0
35,36,0.0,0.004024144869215292,0.2,0.09090909090909093,0.6428571428571429,0.11235955056179776,0.10909090909090907,0.19297827481895685,0.07394460396767352,0.4678359125883981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7142857142857143,0.0,0.4,1.0,1.0,0.0,0.0
36,37,0.0,0.11468812877263583,0.4,0.18181818181818185,0.5238095238095238,0.6067415730337079,0.3090909090909091,0.11251260427170227,0.2644945691353618,0.28618402268000603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3809523809523809,0.0,0.8,1.0,1.0,0.0,0.0
37,38,0.0,0.4969818913480885,0.4,0.2727272727272727,0.6238095238095238,0.6764044943820224,0.09090909090909093,0.029755247960399668,0.39548978411455465,0.2869267597175684,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9285714285714286,0.0,0.8,0.0,1.0,0.0,0.0
38,39,0.0,0.05432595573440644,0.6,0.09090909090909093,0.5761904761904761,0.19101123595505615,0.16363636363636366,0.17935649463745532,0.17976035385151054,0.4337230615060688,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.6,1.0,1.0,0.0,0.0
39,40,0.0,0.004024144869215292,0.4666666666666667,0.2727272727272727,0.4666666666666667,0.10561797752808988,0.10909090909090907,0.2037033641947016,0.3079671897214472,0.5422643532274614,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07142857142857142,1.0,0.2,0.0,0.0,0.0,0.0
40,41,1.0,0.1951710261569416,0.4,0.2727272727272727,0.4476190476190477,0.7775280898876404,0.5454545454545454,0.1558162984691539,0.2904336325403101,0.3273106545554354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,0.0,0.4,0.0,0.0,0.0,0.0
41,42,0.0,0.0,0.4666666666666667,0.0,0.4428571428571429,0.15955056179775282,0.14545454545454545,0.18802823356861306,0.12553507801591438,0.3383456416699057,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2380952380952381,0.0,0.2,1.0,1.0,1.0,0.0
42,43,1.0,0.3561368209255533,0.4,0.2727272727272727,0.5238095238095238,0.09438202247191012,0.10909090909090907,0.2244935374461454,0.02681508795095324,0.4105261606647792,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.6,0.0,0.0,0.0,0.0
43,44,1.0,0.29577464788732394,0.4,0.2727272727272727,0.3333333333333333,0.8853932584269663,0.7090909090909091,0.1783114859290494,0.2903964327001163,0.3389645892012077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5714285714285714,0.0,1.0,1.0,0.0,0.0,0.0
44,45,1.0,0.15492957746478872,0.26666666666666666,0.18181818181818185,0.31904761904761897,0.10112359550561796,0.07272727272727272,0.14102117517645982,0.07719488515556125,0.4605264369806413,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.35714285714285715,0.0,0.6,0.0,1.0,0.0,0.0
45,46,0.0,0.02414486921529175,0.4666666666666667,0.2727272727272727,1.0,0.12134831460674154,0.09090909090909093,0.15027958566321387,0.2158750118132651,0.4678359125883981,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2380952380952381,0.0,0.6,1.0,1.0,0.0,1.0
46,47,0.0,0.01006036217303823,0.06666666666666668,0.0,0.5857142857142857,0.1101123595505618,0.09090909090909093,0.16369969749747915,0.07394460396767352,0.2631577008309739,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19047619047619047,0.0,0.2,0.0,1.0,0.0,0.0
47,48,1.0,0.4969818913480885,0.4,0.2727272727272727,0.35714285714285715,0.9662921348314608,0.9454545454545454,0.2181501512512604,0.4334559507672645,0.2702700895447604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21428571428571427,0.0,1.0,1.0,1.0,0.0,0.0
48,49,0.0,0.0020120724346076465,0.4,0.6363636363636364,0.4523809523809524,0.13707865168539327,0.14545454545454545,0.21569346411220092,0.20070683791763427,0.4724872296019026,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.2,0.0,1.0,0.0,0.0
49,50,0.0,0.05432595573440644,0.4,0.2727272727272727,0.4523809523809524,0.6112359550561798,0.7454545454545455,0.2694105784214869,0.3352231177183141,0.35140230300060604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5714285714285714,0.0,0.8,1.0,0.0,0.0,0.0
50,51,0.0,0.4969818913480885,0.4,0.2727272727272727,0.6238095238095238,0.8629213483146068,0.5454545454545454,0.1406728389403245,0.3116857110996639,0.31316958241304804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7857142857142857,0.0,1.0,0.0,0.0,0.0,0.0
51,52,0.0,0.004024144869215292,0.4,0.0,0.3904761904761905,0.4719101123595506,0.41818181818181815,0.1943166193051609,0.11405030260875508,0.3380400363263253,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2619047619047619,0.0,0.2,1.0,0.0,0.0,0.0
52,53,1.0,0.4969818913480885,0.4,0.2727272727272727,0.37142857142857133,0.4741573033707866,0.509090909090909,0.23547529562746355,0.6237119250615997,0.2631577008309739,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.0,0.0
53,54,0.0,0.05432595573440644,0.26666666666666666,0.18181818181818185,0.4523809523809524,0.32808988764044944,0.2909090909090909,0.19173159776331472,0.21410073057560855,0.3666468333281141,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30952380952380953,0.0,0.8,0.0,0.0,0.0,0.0
54,55,0.0,0.6981891348088531,0.13333333333333333,0.0,0.7666666666666667,0.07640449438202247,0.09090909090909093,0.2235768631405262,0.1178238387965061,0.33138377141678194,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2380952380952381,0.0,0.8,1.0,1.0,0.0,1.0
55,56,0.0,0.09456740442655936,0.26666666666666666,0.09090909090909093,0.4523809523809524,0.4134831460674157,0.4545454545454545,0.2399669997249977,0.1769102220324386,0.3289472181440048,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5952380952380952,0.0,1.0,1.0,0.0,0.0,0.0
56,57,0.0,0.29577464788732394,0.26666666666666666,0.09090909090909093,0.5238095238095238,0.2651685393258427,0.2363636363636364,0.1906682555687964,0.15080200905269567,0.40485818548899616,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4047619047619048,0.0,0.8,1.0,0.0,0.0,0.0
57,58,1.0,0.004024144869215292,1.0,0.2727272727272727,0.2761904761904762,0.1258426966292135,0.12727272727272726,0.2037033641947016,0.051192440633638,0.3552629882271021,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.30952380952380953,0.0,0.2,0.0,1.0,0.0,1.0
58,59,0.0,0.01006036217303823,0.4,0.09090909090909093,0.5285714285714286,0.10112359550561796,0.09090909090909093,0.17627646897057475,0.1373257209426539,0.32258053225803485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2380952380952381,0.0,0.4,1.0,0.0,0.0,0.0
59,60,1.0,0.4969818913480885,0.4,0.2727272727272727,0.37142857142857133,0.8696629213483146,0.8,0.20474837290310755,0.3208948898867179,0.3116341872721545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5952380952380952,0.0,0.8,1.0,1.0,0.0,0.0
60,61,1.0,0.004024144869215292,0.13333333333333333,0.09090909090909093,0.1619047619047619,0.11910112359550562,0.12727272727272726,0.21389678247318727,0.3079671897214472,0.3748005460001437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30952380952380953,0.0,0.6,0.0,0.0,0.0,0.0
61,62,0.0,0.3963782696177062,0.26666666666666666,0.09090909090909093,0.6238095238095238,0.10337078651685393,0.12727272727272726,0.24214868457237146,0.08694553370040296,0.2631577008309739,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5952380952380952,0.0,0.6,1.0,1.0,0.0,0.0
62,63,0.0,0.09456740442655936,0.4,0.18181818181818185,0.4523809523809524,0.21348314606741567,0.2,0.197708314235952,0.34372067282585506,0.32456116435820115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5952380952380952,0.0,0.8,1.0,1.0,0.0,0.0
63,64,0.0,0.01006036217303823,0.4,0.09090909090909093,0.2904761904761905,0.12359550561797752,0.10909090909090907,0.17741314510954256,0.3372200129406689,0.2631577008309739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4523809523809524,0.0,0.2,0.0,0.0,0.0,0.0
64,65,1.0,0.09456740442655936,0.4,0.2727272727272727,0.4523809523809524,0.3213483146067416,0.2909090909090909,0.19556329636080305,0.17803853267682718,0.32258053225803485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5952380952380952,0.0,0.8,0.0,1.0,0.0,0.0
65,66,1.0,0.09456740442655936,0.26666666666666666,0.09090909090909093,0.2809523809523809,0.6179775280898876,0.7636363636363637,0.2730589421578513,0.4281531939929054,0.2952875250756645,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9047619047619048,0.0,0.8,0.0,0.0,0.0,0.0
66,67,1.0,0.3963782696177062,0.4,0.2727272727272727,0.5238095238095238,0.12134831460674154,0.12727272727272726,0.21037675313960952,0.09994743852723972,0.21052616066477914,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5238095238095238,0.0,1.0,0.0,0.0,0.0,0.0
67,68,0.0,0.4969818913480885,0.4,0.2727272727272727,0.7380952380952381,0.17752808988764046,0.12727272727272726,0.14923457695480796,0.5402168593693145,0.36363627990428415,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4523809523809524,0.0,0.4,0.0,1.0,0.0,0.0
68,69,1.0,0.6981891348088531,0.4,0.2727272727272727,0.6285714285714286,0.11235955056179776,0.14545454545454545,0.25731047758731324,0.12780724230476204,0.4736845983380522,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.8,1.0,1.0,0.0,0.0
69,70,1.0,0.29577464788732394,0.4,0.2727272727272727,0.5285714285714286,0.04719101123595506,0.07272727272727272,0.2619121826015217,0.12432449868169225,0.6315788504154871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0
70,71,0.0,0.3963782696177062,0.4,0.2727272727272727,0.5238095238095238,0.21123595505617976,0.2727272727272727,0.2722706022550188,0.3134520940750513,0.29194060314226394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.0,1.0,1.0,1.0,0.0,0.0
71,72,0.0,0.004024144869215292,0.4,0.2727272727272727,0.6190476190476191,0.11910112359550562,0.07272727272727272,0.12222935191126592,0.14870185136437702,0.3552629882271021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09523809523809523,1.0,0.4,0.0,0.0,0.0,0.0
72,73,0.0,0.1951710261569416,0.4,0.4545454545454545,0.7619047619047619,0.1820224719101124,0.12727272727272726,0.14584288202401685,0.2857754129708813,0.2631577008309739,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5238095238095238,0.0,0.8,1.0,1.0,0.0,0.0
73,74,0.0,0.4969818913480885,0.4,0.2727272727272727,0.6238095238095238,0.16404494382022472,0.21818181818181814,0.2750022916857641,0.13922169392490238,0.2631577008309739,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2619047619047619,0.0,1.0,1.0,0.0,0.0,0.0
74,75,1.0,0.29577464788732394,0.4,0.2727272727272727,0.5238095238095238,0.11235955056179776,0.18181818181818185,0.3216426803556697,0.16657854416187562,0.41251766118885824,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30952380952380953,0.0,1.0,1.0,1.0,0.0,0.0
75,76,1.0,0.034205231388329975,0.4,0.2727272727272727,0.5285714285714286,0.09887640449438202,0.09090909090909093,0.1797414978458154,0.27721418421813304,0.40485818548899616,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4761904761904762,1.0,1.0,1.0,0.0,1.0,0.0
76,77,1.0,0.1951710261569416,0.4,0.2727272727272727,0.4619047619047619,0.14606741573033707,0.07272727272727272,0.101860848840407,0.12269930933304304,0.3508769344412985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3809523809523809,0.0,0.8,1.0,1.0,0.0,0.0
77,78,0.0,0.05432595573440644,0.4,0.2727272727272727,0.4571428571428571,0.20449438202247192,0.21818181818181814,0.2244935374461454,0.11944902814515533,0.32456116435820115,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5476190476190477,0.0,0.4,0.0,0.0,0.0,0.0
78,79,0.0,0.09456740442655936,0.2,0.09090909090909093,0.5285714285714286,0.2,0.01818181818181818,0.01910349252910441,0.2619983282206549,0.2631577008309739,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2619047619047619,0.0,1.0,1.0,1.0,0.0,1.0
79,80,1.0,0.09456740442655936,0.4,0.2727272727272727,0.4428571428571429,0.10337078651685393,0.09090909090909093,0.1729581079842332,0.13245025040611694,0.2631577008309739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4761904761904762,0.0,1.0,1.0,0.0,0.0,0.0
80,81,1.0,0.09456740442655936,0.4,0.2727272727272727,0.4571428571428571,0.17752808988764046,0.18181818181818185,0.21318177651480427,0.0856457332553622,0.44375627467270384,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30952380952380953,0.0,0.6,1.0,1.0,0.0,0.0
81,82,0.0,0.5975855130784707,0.4,0.2727272727272727,0.5285714285714286,0.2269662921348315,0.18181818181818185,0.16974974791456596,0.6289489604931261,0.2631577008309739,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6,1.0,0.0,0.0,0.0
82,83,0.0,0.09456740442655936,0.4,0.4545454545454545,0.6238095238095238,0.12134831460674154,0.12727272727272726,0.21037675313960952,0.13795075626543793,0.40485818548899616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0
